# Track 1 Drum Data
# Format: DRUM_CLASS,TIMESTAMP,VELOCITY,DELTA_TIME
# Classes: 0=kick, 1=snare, 2=hat
# DELTA_TIME: Duration until next hit (for last hit: time until loop end)
# Total loop duration: 3.482993 seconds
0,0.052071,0.216197,0.468642
1,0.520713,0.226564,0.410785
1,0.931498,0.123551,0.445499
2,1.376997,0.117495,0.462856
2,1.839854,0.131309,0.422356
0,2.262210,0.129255,0.471535
2,2.733745,0.131657,0.442606
1,3.176351,0.153800,0.306642
